Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SalePrice
1142,house_2floor,,957.2725,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Pridonskoy,PosN,1Fam,2Story,5,7,1976,1976,CompShg,Plywood,Plywood,BrkFace,4.0877,TA,Gd,CBlock,TA,TA,No,ALQ,37.0683,72.4643,GasA,Ex,Y,SBrkr,101.0785,72.4643,0.0,173.5428,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,44.9651,TA,TA,Y,8.9187,0.0,0.0,,,10,2009,WD,6264700.0
1143,house_2floor,23.4696,925.7784,Pave,Reg,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,1Fam,2Story,8,5,2006,2007,CompShg,VinylSd,VinylSd,Stone,31.587,Gd,TA,PConc,Ex,TA,Gd,GLQ,29.3573,136.1958,GasA,Ex,Y,SBrkr,136.1958,126.5339,0.0,262.7297,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,RFn,3,97.734,TA,TA,Y,13.378,0.0,0.0,,,4,2007,New,10855428.5
1144,house_1floor,,836.127,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,1Story,5,3,1959,1959,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,66.7044,93.4604,GasA,TA,Y,SBrkr,93.4604,0.0,0.0,93.4604,1,0,3,1,TA,5,Typ,0,,,,0,0.0,,,Y,2.2297,0.0,0.0,,,7,2008,WD,1989600.0
1145,two_cottage,18.288,1131.5585,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,2fmCon,1.5Fin,4,4,1941,1950,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,30.1006,62.4308,Grav,Fa,N,FuseA,62.4308,23.4116,0.0,85.8424,1,0,2,1,Fa,5,Typ,0,,Detchd,Unf,1,26.0128,TA,TA,Y,0.0,0.0,0.0,,MnPrv,7,2010,WD,2429600.0
1146,house_1floor_attic,15.8496,579.7147,Pave,Reg,Lvl,AllPub,Inside,Gtl,Olimpysky,Norm,1Fam,1.5Fin,5,6,1928,1950,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,96.8049,96.8049,GasA,Ex,Y,SBrkr,96.8049,49.6102,0.0,146.4151,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1,20.9032,TA,TA,Y,0.0,0.0,0.0,,,8,2006,WD,4049820.0
1147,house_1floor,,1040.5136,Pave,Reg,Lvl,AllPub,Inside,Gtl,Daryino,Norm,1Fam,1Story,6,5,1985,1985,CompShg,Wd Sdng,Wd Shng,BrkFace,7.8968,Gd,TA,CBlock,Gd,TA,No,GLQ,3.7161,120.5881,GasA,TA,Y,SBrkr,120.5881,0.0,0.0,120.5881,2,0,3,1,Gd,5,Typ,1,TA,Attchd,Unf,2,37.4399,TA,TA,Y,2.4155,0.0,0.0,,,5,2006,WD,4892400.0
1148,house_2floor,22.86,1114.836,Pave,Reg,Bnk,AllPub,Inside,Gtl,Leskovo,Norm,1Fam,2Story,7,7,1941,1950,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,39.8554,65.4037,GasA,Ex,Y,SBrkr,79.8966,65.4037,0.0,145.3003,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,Unf,1,21.7393,TA,TA,Y,0.0,0.0,0.0,,,7,2009,WD,5535140.0
1149,house_1floor_attic,,529.5471,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1.5Fin,7,7,1926,1950,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,53.1405,53.1405,GasA,TA,Y,SBrkr,53.1405,50.0747,0.0,103.2152,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,26.7561,TA,TA,Y,0.0,16.3509,0.0,,,8,2008,WD,2907303.0
1150,house_2floor,15.24,836.127,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Artery,1Fam,2Story,7,9,1920,1988,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,ALQ,2.4155,60.3869,GasA,Ex,Y,SBrkr,77.2953,60.3869,0.0,137.6822,1,0,3,1,TA,7,Typ,0,,Detchd,Unf,2,30.1006,TA,TA,Y,0.0,0.0,0.0,,,7,2009,WD,4535960.0
1151,house_1floor,17.3736,769.2368,Pave,IR1,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,6,5,1950,1950,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,86.5856,86.5856,GasA,Ex,Y,FuseA,86.5856,0.0,0.0,86.5856,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,Unf,1,28.4283,TA,TA,Y,0.0,19.8812,0.0,,GdPrv,11,2007,WD,3168200.0
1152,house_1floor,40.8432,1649.4928,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,1Fam,1Story,5,4,1959,1959,CompShg,HdBoard,Plywood,BrkFace,12.2632,TA,TA,CBlock,TA,TA,No,BLQ,119.8449,136.1958,GasA,TA,Y,SBrkr,136.1958,0.0,0.0,136.1958,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,Fin,2,49.0528,TA,TA,Y,13.0064,0.0,0.0,,,11,2006,WD,4074282.0
1153,house_1floor,27.432,1311.3258,Pave,IR1,Lvl,AllPub,Inside,Gtl,Leskovo,Norm,1Fam,1Story,6,7,1956,2004,CompShg,Stone,Stone,,0.0,TA,TA,PConc,TA,TA,No,ALQ,21.3677,99.6849,GasA,Ex,Y,SBrkr,168.2473,0.0,0.0,168.2473,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,43.6644,TA,TA,Y,0.0,26.0128,0.0,,,7,2006,WD,6251400.0
1154,house_1floor,,547.1987,Pave,Reg,Lvl,AllPub,Corner,Gtl,LesPolyana,Norm,1Fam,1Story,6,8,1930,2007,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,25.827,75.8088,GasA,Ex,Y,SBrkr,75.8088,0.0,0.0,75.8088,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,1,40.1341,TA,TA,Y,0.0,8.9187,0.0,,,6,2008,WD,2996835.0
1155,house_2floor,,1272.7711,Pave,IR1,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,2Story,7,6,1965,1988,CompShg,VinylSd,VinylSd,Stone,26.7561,TA,TA,CBlock,TA,TA,Gd,ALQ,38.0902,80.2682,GasA,TA,Y,SBrkr,83.7985,85.285,0.0,169.0835,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2,45.7083,TA,TA,Y,7.8039,0.0,0.0,,GdPrv,5,2008,WD,5018766.0
1156,house_1floor,27.432,1000.3795,Pave,IR1,Lvl,AllPub,Corner,Gtl,Zazerkalie,Norm,1Fam,1Story,5,8,1976,2004,CompShg,Plywood,Plywood,,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,26.0128,133.5016,GasA,TA,Y,SBrkr,133.5016,0.0,0.0,133.5016,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,49.0528,TA,TA,Y,1.951,0.0,0.0,,,7,2007,WD,5569900.0
1157,multi_level house,25.908,868.6431,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,SLvl,5,8,1965,1999,CompShg,BrkFace,BrkFace,,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,54.4412,113.2488,GasA,Gd,Y,SBrkr,117.5223,0.0,0.0,117.5223,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,46.6373,TA,TA,Y,8.5471,0.0,0.0,,MnPrv,10,2008,WD,4474113.0
1158,cottage_settlem,10.3632,464.6079,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,Twnhs,1Story,7,5,2007,2008,CompShg,VinylSd,VinylSd,Stone,15.4219,Gd,TA,PConc,Gd,TA,No,GLQ,38.0902,122.0745,GasA,Ex,Y,SBrkr,122.0745,0.0,0.0,122.0745,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,58.1573,TA,TA,Y,5.76,0.0,0.0,,,7,2009,WD,7295600.0
1159,house_1floor,28.0416,1108.5186,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somovo,Feedr,1Fam,1Story,8,5,2007,2008,CompShg,VinylSd,VinylSd,Stone,17.28,Gd,TA,PConc,Gd,TA,No,Unf,146.7867,146.7867,GasA,Ex,Y,SBrkr,146.7867,0.0,0.0,146.7867,2,0,3,1,Gd,7,Typ,0,,Attchd,RFn,3,77.1095,TA,TA,Y,2.2297,0.0,0.0,,,6,2008,ConLD,5847633.36
1160,house_2floor,23.1648,847.2754,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pridonskoy,Norm,1Fam,2Story,6,6,1974,1974,CompShg,HdBoard,HdBoard,BrkFace,25.0838,Gd,TA,CBlock,TA,TA,No,ALQ,42.6425,83.7056,GasA,TA,Y,SBrkr,87.6075,86.6785,0.0,174.286,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,50.1676,Gd,TA,Y,6.4103,0.0,0.0,,,7,2008,WD,4600950.0
1161,cottage_settlem,7.3152,211.8188,Pave,Reg,Lvl,AllPub,Inside,Gtl,TPark,Norm,Twnhs,2Story,6,5,1978,1978,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,50.5392,79.4321,GasA,Fa,Y,SBrkr,79.4321,55.8347,0.0,135.2668,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,40.8773,TA,TA,Y,0.0,0.0,0.0,,,7,2010,WD,4434020.0
1162,house_1floor,,1372.9205,Pave,IR1,Low,AllPub,CulDSac,Gtl,Leskovo,PosN,1Fam,1Story,6,7,1954,2006,CompShg,HdBoard,HdBoard,BrkFace,6.689,Gd,TA,CBlock,TA,TA,No,BLQ,52.7689,120.4023,GasA,Ex,Y,SBrkr,152.3609,0.0,0.0,152.3609,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,85.8424,TA,TA,Y,0.0,0.0,0.0,,,11,2008,WD,5570880.0
1163,house_1floor,33.2232,810.4858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,1Story,5,5,1968,1968,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,37.347,83.0553,GasA,Gd,Y,SBrkr,83.0553,0.0,0.0,83.0553,1,0,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,41.8064,TA,TA,Y,0.0,0.0,0.0,,,5,2007,WD,3295950.0
1164,duplex_united,18.288,1198.4487,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Feedr,Duplex,SFoyer,4,4,1969,1969,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,0.0,111.2978,GasA,TA,Y,SBrkr,116.872,0.0,0.0,116.872,0,2,0,2,TA,6,Typ,0,,CarPort,Unf,2,37.1612,Fa,TA,Y,0.0,0.0,0.0,,,1,2008,WD,2709810.33
1165,multi_level house,,1501.0338,Pave,IR1,Lvl,AllPub,FR2,Gtl,Zazerkalie,Feedr,1Fam,SLvl,5,7,1978,1978,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,26.849,126.3481,GasA,Ex,Y,SBrkr,133.0371,0.0,0.0,133.0371,1,1,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,54.627,TA,TA,Y,16.7225,0.0,0.0,,,6,2007,WD,4956700.0
1166,house_1floor,24.0792,886.3875,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,1Story,7,5,2009,2009,CompShg,VinylSd,VinylSd,Stone,24.898,Gd,TA,PConc,Gd,TA,No,Unf,139.5403,139.5403,GasA,Ex,Y,SBrkr,139.5403,0.0,0.0,139.5403,2,0,3,1,Gd,7,Typ,0,,Attchd,RFn,2,59.8295,TA,TA,Y,10.5909,0.0,0.0,,,9,2009,New,7396152.4
1167,house_1floor,19.5072,973.1589,Pave,IR1,Lvl,AllPub,Corner,Gtl,Koltsovo,Norm,1Fam,1Story,8,5,2008,2008,CompShg,VinylSd,VinylSd,Stone,6.689,Gd,TA,PConc,Gd,TA,Av,Unf,157.3777,157.3777,GasA,Ex,Y,SBrkr,157.3777,0.0,0.0,157.3777,2,0,3,1,Gd,7,Typ,0,,Attchd,RFn,3,72.0927,TA,TA,Y,3.0658,0.0,0.0,,,2,2010,WD,7451279.5
1168,house_2floor,17.6784,1008.1834,Pave,IR1,Lvl,AllPub,Inside,Gtl,Darvina,RRAn,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,16.0722,89.094,GasA,Ex,Y,SBrkr,89.094,66.1469,0.0,155.2409,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,43.8502,TA,TA,Y,3.5303,0.0,0.0,,,2,2006,WD,4702140.0
1169,house_2floor,36.576,1275.3724,Pave,Reg,Lvl,AllPub,Corner,Gtl,Pervozvanny,Norm,1Fam,2Story,6,7,1935,1986,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,46.5444,104.7017,GasA,Ex,Y,SBrkr,114.8281,81.0114,0.0,195.8395,2,0,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,50.1676,TA,TA,Y,0.0,0.0,0.0,,,7,2008,WD,5844450.0
1170,house_2floor,35.9664,3322.2113,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Geleznodorogny,Norm,1Fam,2Story,10,5,1995,1996,CompShg,HdBoard,HdBoard,BrkFace,128.0203,Gd,Gd,PConc,Ex,TA,Gd,GLQ,50.4463,179.3028,GasA,Ex,Y,SBrkr,170.1054,166.8538,0.0,336.9592,3,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,74.9727,TA,TA,Y,7.0606,0.0,0.0,,,7,2006,WD,16987500.0
1171,multi_level house,23.1648,917.8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,Petrovskie_ozera,Norm,1Fam,SLvl,6,6,1977,1977,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,53.3263,101.8217,GasA,TA,Y,SBrkr,103.8656,0.0,0.0,103.8656,1,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,33.2593,TA,TA,Y,0.0,0.0,53.5121,Gd,GdPrv,7,2008,WD,4252770.0
1172,house_1floor,23.1648,847.2754,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,6,6,1958,1958,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,55.6489,117.1507,GasA,Ex,Y,SBrkr,117.1507,0.0,0.0,117.1507,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,40.227,TA,TA,Y,0.0,0.0,0.0,,,11,2008,WD,4053810.0
1173,cottage_settlem,10.668,373.1914,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somovo,Norm,TwnhsE,2Story,7,5,2006,2007,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,58.0644,58.0644,GasA,Ex,Y,SBrkr,58.0644,58.0644,0.0,116.1287,2,1,2,1,Gd,5,Typ,0,,Detchd,Fin,2,58.0644,TA,TA,Y,5.0168,0.0,0.0,,,3,2008,WD,4275153.0
1174,house_1floor_attic,42.0624,1675.0411,Pave,IR1,Bnk,AllPub,Inside,Gtl,Korolenko,Norm,1Fam,1.5Fin,5,6,1946,1994,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,90.7662,148.459,GasA,TA,Y,SBrkr,151.9893,90.2088,44.5005,286.6987,3,0,3,1,Ex,12,Maj1,1,Gd,,,0,0.0,,,Y,0.0,0.0,0.0,,MnPrv,3,2007,WD,5122775.0
1175,house_2floor,24.384,1538.4737,Pave,IR1,Lvl,AllPub,Inside,Gtl,Leskovo,Norm,1Fam,2Story,6,8,1932,1950,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,41.7134,88.4437,GasA,TA,Y,SBrkr,108.6965,109.161,0.0,217.8575,2,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,33.4451,TA,TA,Y,0.0,0.0,0.0,,,7,2006,WD,6496020.0
1176,house_1floor_attic,25.908,992.0182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Geleznodorogny,Norm,1Fam,1.5Fin,8,5,1992,2000,CompShg,HdBoard,HdBoard,BrkFace,31.3083,Gd,TA,PConc,Gd,TA,No,GLQ,91.3236,156.3557,GasA,Ex,Y,SBrkr,197.7905,69.0269,0.0,266.8174,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,50.2605,TA,TA,Y,3.0658,0.0,0.0,,,4,2007,WD,7281750.0
1177,house_1floor,11.2776,645.7688,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Petrovskie_ozera,Norm,1Fam,1Story,5,5,1984,1985,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,20.2529,81.383,GasA,TA,Y,SBrkr,85.7495,0.0,0.0,85.7495,1,0,3,1,TA,5,Typ,0,,Attchd,Unf,1,24.5264,TA,TA,Y,0.0,0.0,0.0,,MnPrv,10,2008,WD,2971965.0
1178,house_1floor_attic,,366.9669,Pave,Reg,Bnk,AllPub,Inside,Gtl,Chigovka,Artery,1Fam,1.5Fin,6,8,1926,2004,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,32.516,75.9947,GasA,TA,Y,SBrkr,75.9947,37.7186,0.0,113.7133,1,0,3,1,TA,5,Typ,0,,Detchd,Unf,1,19.5096,TA,TA,N,0.0,10.7767,0.0,,,12,2009,WD,3647800.0
1179,house_1floor_attic,16.4592,713.5879,Pave,IR1,Lvl,AllPub,FR2,Gtl,Leskovo,Norm,1Fam,1.5Fin,5,6,1921,1950,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,67.9121,67.9121,GasA,Ex,Y,SBrkr,76.1805,48.5883,0.0,124.7687,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,17.28,Fa,TA,Y,0.0,9.4761,0.0,,,7,2009,WD,4913428.0
1180,house_1floor,23.4696,774.3465,Pave,Reg,Lvl,AllPub,Corner,Gtl,Pervozvanny,Norm,1Fam,1Story,5,5,1954,1954,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,,,,,0.0,0.0,GasA,Gd,Y,SBrkr,104.423,0.0,0.0,104.423,1,0,3,1,TA,5,Min2,1,Gd,,,0,0.0,,,N,3.3445,17.6516,0.0,,,4,2006,WD,2527740.0
1181,house_2floor,,1037.7265,Pave,IR2,Lvl,AllPub,Corner,Gtl,Shi,Norm,1Fam,2Story,7,5,1990,1991,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Wood,Gd,TA,No,LwQ,0.0,112.97,GasA,Ex,Y,SBrkr,120.5881,112.97,0.0,233.5581,2,1,4,1,TA,8,Typ,0,,Attchd,Fin,2,64.3818,TA,TA,Y,0.0,0.0,0.0,,GdPrv,4,2006,WD,6795000.0
1182,cottage_settlem,19.5072,519.0491,Pave,IR1,HLS,AllPub,Inside,Mod,Leskovo,Norm,TwnhsE,1Story,8,5,2008,2008,CompShg,CemntBd,CmentBd,Stone,17.28,Ex,TA,PConc,Ex,TA,Gd,GLQ,11.1484,148.6448,GasA,Ex,Y,SBrkr,153.4758,0.0,0.0,153.4758,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,44.7792,TA,TA,Y,4.9239,0.0,0.0,,,11,2008,New,9761475.0
1183,house_2floor,48.768,1451.4236,Pave,IR1,Lvl,AllPub,Corner,Gtl,Geleznodorogny,Norm,1Fam,2Story,10,5,1996,1996,CompShg,Wd Sdng,ImStucc,,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,27.8709,222.5956,GasA,Ex,Y,SBrkr,223.9891,191.8447,0.0,415.8338,3,1,4,1,Ex,10,Typ,2,TA,Attchd,Fin,3,75.5301,TA,TA,Y,7.2464,0.0,51.5612,Ex,MnPrv,7,2007,WD,19034750.0
1184,house_1floor,18.288,1003.3524,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1Story,5,6,1920,1950,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,27.778,104.0514,GasA,Ex,Y,SBrkr,104.9804,0.0,0.0,104.9804,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,66.8902,TA,TA,Y,0.0,0.0,0.0,,,6,2006,WD,3261600.0
1185,house_1floor,15.24,3263.9611,Grvl,Reg,Lvl,AllPub,Inside,Mod,Shi,Norm,1Fam,1Story,5,4,1963,1963,CompShg,MetalSd,MetalSd,BrkFace,20.9961,TA,TA,CBlock,TA,TA,Gd,Rec,38.3689,146.0435,GasA,Gd,Y,SBrkr,146.0435,0.0,0.0,146.0435,1,1,3,1,TA,5,Typ,2,TA,2Types,RFn,3,92.4385,TA,TA,Y,24.4335,0.0,0.0,,,5,2007,WD,4770185.0
1186,house_1floor_attic,18.288,904.6894,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,1Fam,1.5Fin,5,7,1924,1950,CompShg,AsbShng,AsbShng,,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,36.418,72.836,GasA,Gd,Y,SBrkr,88.1649,25.2696,0.0,113.4346,1,0,4,1,TA,7,Typ,0,,Attchd,Unf,1,36.418,TA,TA,Y,0.0,21.9251,0.0,,,3,2006,WD,2851182.0
1187,two_cottage,32.6136,986.1653,Pave,IR1,Bnk,AllPub,Corner,Mod,Chigovka,Artery,2fmCon,2Story,3,5,1900,1970,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,49.9818,90.8591,GasA,TA,Y,SBrkr,94.2036,63.6386,0.0,157.8422,2,0,3,2,TA,7,Typ,0,,CarPort,Unf,2,39.0193,Fa,Fa,Y,6.8748,0.0,0.0,,,8,2009,WD,3013400.0
1188,house_1floor,27.1272,1157.6643,Pave,Reg,Lvl,AllPub,Corner,Gtl,Geleznodorogny,Norm,1Fam,1Story,8,5,1994,1995,CompShg,ImStucc,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,15.6077,150.8745,GasA,Ex,Y,SBrkr,150.8745,0.0,0.0,150.8745,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,70.3276,TA,TA,Y,10.5909,17.8374,0.0,,GdPrv,7,2006,WD,7121160.0
1189,house_2floor,20.7264,830.0883,Pave,IR1,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,1Fam,2Story,7,5,2002,2002,CompShg,VinylSd,VinylSd,BrkFace,8.8258,Gd,TA,PConc,Gd,TA,No,Unf,77.2024,77.2024,GasA,Ex,Y,SBrkr,77.2024,77.0166,0.0,154.219,2,1,3,1,Gd,7,Typ,0,,Attchd,RFn,2,45.8012,TA,TA,Y,6.3174,0.0,0.0,,,7,2009,WD,6185400.0
1190,house_2floor,18.288,696.7725,Pave,Reg,Lvl,AllPub,Inside,Gtl,Darvina,Norm,1Fam,2Story,7,5,1999,1999,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,92.3456,92.3456,GasA,Gd,Y,SBrkr,95.5043,72.0927,0.0,167.597,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,41.0631,TA,TA,Y,5.5742,0.0,0.0,,,6,2010,WD,5739930.0
1191,two_cottage,,3015.9101,Pave,Reg,Low,AllPub,Inside,Mod,Petrovskie_ozera,Norm,2fmCon,1Story,4,4,1961,1975,CompShg,MetalSd,MetalSd,Stone,13.8425,TA,Gd,CBlock,TA,TA,Av,BLQ,8.3613,116.0358,GasA,Ex,Y,SBrkr,150.6887,0.0,0.0,150.6887,1,0,3,1,TA,7,Typ,1,TA,2Types,Fin,4,125.9765,TA,TA,Y,0.0,0.0,0.0,,,3,2007,WD,4292400.0
1192,cottage_settlem,7.3152,245.7284,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somovo,Norm,Twnhs,2Story,8,5,1999,2000,CompShg,MetalSd,MetalSd,BrkFace,42.3638,Gd,TA,PConc,Gd,TA,No,Unf,72.0927,72.0927,GasA,Ex,Y,SBrkr,70.9779,62.8953,0.0,133.8732,2,1,2,1,Gd,5,Typ,0,,Detchd,Unf,2,45.7083,TA,TA,Y,0.0,0.0,0.0,,,11,2007,WD,4445700.0
1193,house_1floor_attic,18.288,891.8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1.5Fin,5,8,1925,1994,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,65.2179,65.2179,GasA,Gd,Y,SBrkr,78.2243,58.5289,0.0,136.7532,1,0,3,1,Gd,6,Typ,0,,Detchd,Unf,1,23.2258,TA,Fa,P,0.0,7.8039,0.0,,GdWo,7,2007,WD,3193750.0
1194,cottage_settlem,,418.0635,Pave,Reg,Lvl,AllPub,FR2,Gtl,Petrovskie_ozera,Norm,TwnhsE,1Story,6,5,1999,1999,CompShg,VinylSd,VinylSd,BrkFace,39.4838,TA,TA,PConc,Ex,TA,No,GLQ,31.6799,113.7133,GasA,Ex,Y,SBrkr,113.7133,0.0,0.0,113.7133,2,0,2,1,TA,5,Typ,0,,Attchd,Fin,2,37.347,TA,TA,Y,28.2425,0.0,0.0,,,6,2009,WD,5233800.0
1195,house_2floor,24.384,869.9437,Pave,Reg,Lvl,AllPub,Corner,Gtl,Naberegnay,Norm,1Fam,2Story,6,7,1969,1969,CompShg,HdBoard,HdBoard,Stone,13.2851,TA,TA,CBlock,TA,TA,No,ALQ,27.1277,61.5947,GasA,TA,Y,SBrkr,61.5947,64.0102,0.0,125.6049,1,1,4,1,TA,7,Typ,0,,Attchd,Fin,1,27.778,TA,TA,Y,3.3445,0.0,0.0,,MnPrv,3,2010,WD,4798460.0
1196,house_2floor,15.5448,745.9182,Pave,IR1,Lvl,AllPub,Inside,Gtl,Darvina,Norm,1Fam,2Story,6,5,2005,2005,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,67.6334,67.6334,GasA,Ex,Y,SBrkr,67.6334,67.6334,0.0,135.2668,2,1,3,1,Gd,8,Typ,0,,Attchd,Fin,2,37.1612,TA,TA,Y,2.2297,0.0,0.0,,,7,2008,WD,4377120.0
